frame_number,delta_time,packet_length,packet_direction,header_form,count_initial,count_0rtt,count_handshake,count_1rtt,count_retry,count_vn,count_ack,count_padding,count_connection_close,count_path_challenge,count_path_response,count_new_connection_id,count_retire_cid,count_crypto,count_handshake_done,http3_stream_count,http3_fin_count,stream_length,stream_type_count,capture_id
7,8.4e-05,517,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29
8,0.004204,1398,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,29
9,0.000876,556,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,19,1,29
10,7.8e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,29
11,2.2e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,29
12,2.1e-05,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,29
13,0.000275,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29
14,0.000105,1398,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,29
15,0.000246,1441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
16,0.000291,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,29
17,0.000164,91,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29
18,0.000324,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,29
19,4.7e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,29
20,1.7e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,29
21,1.6e-05,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,72,1,29
22,1.8e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,29
23,0.000412,211,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,115,1,29
24,0.000288,97,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29
1,0.0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2,0.000224,95,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,0.000352,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
4,0.000191,137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,0.00029,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
6,0.001374,1248,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3
7,5.2e-05,517,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
8,0.002377,1398,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,3
9,0.000686,556,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,19,1,3
10,8.5e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
11,2.2e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
12,2e-05,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,3
13,0.000231,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
14,0.000139,1398,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
15,0.000259,1441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
16,0.000258,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
17,0.000201,91,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
18,0.000362,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,3
19,4.6e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
20,1.6e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
21,1.5e-05,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,72,1,3
22,1.8e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,3
23,0.000408,211,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,115,1,3
24,0.000224,97,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1,0.0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2,0.000182,95,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3,0.000399,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30
4,0.000127,137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
5,0.000289,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30
6,0.001393,1248,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,30
7,5.2e-05,517,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30
8,0.003295,1398,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,30
9,0.000701,556,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,19,1,30
10,8.4e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,30
11,2.3e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,30
12,3.1e-05,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,30
13,0.00023,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30
14,0.000115,1398,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30
15,0.00026,1441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
16,0.000282,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30
17,0.000162,91,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30
18,0.000344,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,30
19,5.1e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,30
20,1.6e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,30
21,1.6e-05,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,72,1,30
22,1.7e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,30
23,0.000423,211,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,115,1,30
24,0.000285,97,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30
1,0.0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,0.00022,95,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,0.00035,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
4,0.00019,137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5,0.000298,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
6,0.001462,1248,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4
7,5.9e-05,517,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
8,0.003465,1398,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,4
9,0.000569,556,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,19,1,4
10,7.4e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4
11,3e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4
12,2.8e-05,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,4
13,0.000117,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
14,0.000104,1398,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
15,0.000226,1441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
16,0.000157,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
17,0.000151,91,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
18,0.000267,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,4
19,4.2e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4
20,1.4e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4
21,1.4e-05,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,72,1,4
22,1.6e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,4
23,0.000348,211,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,115,1,4
24,0.00019,97,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1,0.0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,0.000244,95,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,0.000353,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
4,0.000166,137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5,0.0003,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
6,0.001402,1248,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5
7,5.2e-05,517,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
8,0.003955,1398,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,5
9,0.001051,556,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,19,1,5
10,5.4e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5
11,2e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5
12,1.8e-05,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,5
13,0.000249,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
14,0.000131,1398,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5
15,0.000219,1441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
16,0.000229,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
17,0.000157,91,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
18,0.000323,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,5
19,5e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5
20,1.8e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5
21,1.4e-05,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,72,1,5
22,1.6e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,5
23,0.000406,211,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,115,1,5
24,0.000289,97,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
1,0.0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,0.000222,95,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,0.000431,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
4,0.000179,137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5,0.000307,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
6,0.001388,1248,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6
7,5.8e-05,517,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
8,0.003119,1398,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,6
9,0.00054,556,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,19,1,6
10,5.7e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6
11,2e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6
12,1.8e-05,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,6
13,0.000193,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
14,9.8e-05,1398,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6
15,0.000234,1441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
16,0.00031,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6
17,0.000181,91,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
18,0.000338,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,6
19,5.1e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6
20,1.7e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6
21,1.6e-05,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,72,1,6
22,1.8e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,6
23,0.000448,211,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,115,1,6
24,0.000328,97,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1,0.0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,0.00023,95,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3,0.000415,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
4,0.000172,137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
5,0.00043,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
6,0.001716,1248,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7
7,6e-05,517,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
8,0.004048,1398,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,7
9,0.000552,556,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,19,1,7
10,5.3e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7
11,2e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7
12,1.8e-05,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,7
13,0.000176,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
14,0.000123,1398,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7
15,0.00022,1441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
16,0.000265,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7
17,0.00016,91,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
18,0.000346,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,7
19,5.1e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7
20,1.7e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7
21,1.5e-05,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,72,1,7
22,1.8e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,7
23,0.000382,211,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,115,1,7
24,0.000318,97,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
1,0.0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2,0.000223,95,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3,0.000337,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
4,0.000175,137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
5,0.000314,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
6,0.001391,1248,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,8
7,5.2e-05,517,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
8,0.003026,1398,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,8
9,0.000562,556,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,19,1,8
10,6.1e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8
11,2.3e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8
12,2.1e-05,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,8
13,0.000143,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
14,0.00012,1398,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
15,0.000231,1441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
16,0.000239,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8
17,0.000165,91,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
18,0.000343,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,8
19,6.2e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8
20,1.7e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8
21,1.6e-05,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,72,1,8
22,1.9e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,8
23,0.000401,211,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,115,1,8
24,0.000285,97,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
1,0.0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2,0.000142,95,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3,0.000302,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
4,6.7e-05,137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5,0.000241,1248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
6,0.001541,1248,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,9
7,0.000119,517,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
8,0.002585,1398,0,1,1,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,9
9,0.000661,556,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,19,1,9
10,6.6e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9
11,2.2e-05,92,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9
12,2.1e-05,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,9
13,0.000107,91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
14,0.000109,1398,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9
15,0.000223,1441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
16,0.000171,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9
17,0.000113,91,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
18,0.000293,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,9
19,7.7e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9
20,2.4e-05,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9
21,2.3e-05,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,72,1,9
22,2.7e-05,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,26,1,9
23,0.000386,211,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,115,1,9
24,0.000206,97,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
